ID,date,sample_date,acclimation_experimental,"experimental_period
1000_19_5-3_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,1000,19,5,3,15,31.04375375,900_17_5-3_07-21-17_16Aug17,20170816,25.063999,18.9,2053.06,2122.18,144.95,7.556179775,2051.27,2051.68,2120.7,2120.62,NEU_17_23_16Aug17,1957.02,2082.54,1972,2091.64,NEU_17_24_16Aug17,1955.81,2079.86,1972,2091.64,1956.415,2081.2,1.007966101,1.005016337,2069.414884,2131.257744,Y,18.9,1.03,7.613,1159.5,1163.5,1959.7,70.1,39.6,30.1,1.3,0,0,16.401,1.72,1.11,1188.7
2800_19_6-1_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,2800,19,6,1,16,31.04375375,2800_17_6-1_07-21-17_30Aug17,20170830,24.74,18.8,2219.81,2167.49,170.6,7.039325843,2246.45,2246.98,2166.27,2166.25,NEU_18_01_30Aug17,1974.96,2117.59,1988.445028,2124.610945,NEU_18_02_30Aug17,1994.78,2118.09,1988.445028,2124.610945,1984.87,2117.84,1.00180114,1.003197099,2223.808188,2173.175717,Y,18.8,1.03,7.252,2841.6,2851.4,2094,32.5,97.3,13.7,0.6,0,0,15.782,0.8,0.51,2912.7
2800_19_6-2_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,2800,19,6,2,17,31.04375375,2800_17_6-2_07-21-17_30Aug17,20170830,24.933001,18.8,2228.98,2161.45,171.65,7.050561798,2246.19,2246.48,2160.31,2160.24,NEU_18_01_30Aug17,1974.96,2117.59,1988.445028,2124.610945,NEU_18_02_30Aug17,1994.78,2118.09,1988.445028,2124.610945,1984.87,2117.84,1.00180114,1.003197099,2232.994704,2167.146502,Y,18.8,1.03,7.207,3153.6,3164.5,2095.7,29.3,108,12.4,0.5,0,0,15.122,0.72,0.46,3232.5
2800_19_6-3_20170721_Exposure_80,07/21/2017,20170721,Exposure,80,2800,19,6,3,18,31.04375375,2800_17_6-3_07-21-17_30Aug17,20170830,25.034,18.8,2255.8,2177.71,170.95,7.033707865,2264.69,2264.69,2176.21,2176.21,NEU_18_01_30Aug17,1974.96,2117.59,1988.445028,2124.610945,NEU_18_02_30Aug17,1994.78,2118.09,1988.445028,2124.610945,1984.87,2117.84,1.00180114,1.003197099,2259.863011,2183.16756,Y,18.8,1.03,7.179,3400.1,3411.9,2115.7,27.7,116.4,11.6,0.5,0,0,14.673,0.68,0.44,3485.2
550_19_1-1_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,550,19,1,1,1,30.82995455,400_17_1-1_08-06-17_09Nov17,20171109,24.865999,18.9,1952.28,2151.79,131.45,7.684410646,2026.09,2026.22,2148.22,2148.26,NEU_19_22_09Nov17,1974.03,2139.12,1988.49,2128.14,NEU_19_23_09Nov17,1957.92,2121.45,1988.49,2128.14,1965.975,2130.285,1.011452333,0.998993092,1974.63816,2146.096901,Y,18.9,1.03,7.919,534.3,536.2,1825.1,131.3,18.3,55.7,2.7,0,0,12.406,3.23,2.07,547.8
550_19_1-2_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,550,19,1,2,2,30.93103636,400_17_1-2_08-06-17_09Nov17,20171109,24.92,18.9,1965.28,2150.24,133.6,7.684410646,2063.23,2063.05,2147.35,2147.34,NEU_19_22_09Nov17,1974.03,2139.12,1988.49,2128.14,NEU_19_23_09Nov17,1957.92,2121.45,1988.49,2128.14,1965.975,2130.285,1.011452333,0.998993092,1987.787041,2145.177827,Y,18.9,1.03,7.883,585.6,587.6,1845.1,122.7,20,52.2,2.5,0,0,12.877,3.02,1.94,600.4
550_19_1-3_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,550,19,1,3,3,30.82995455,400_17_1-3_08-06-17_09Nov17,20171109,24.954,18.9,1973.46,2147.63,135.05,7.684410646,2046.3,2040.03,2144.59,2144.56,NEU_19_22_09Nov17,1974.03,2139.12,1988.49,2128.14,NEU_19_23_09Nov17,1957.92,2121.45,1988.49,2128.14,1965.975,2130.285,1.011452333,0.998993092,1996.060721,2142.400626,Y,18.9,1.03,7.857,626.7,628.9,1858.6,116.1,21.4,49.3,2.4,0,0,13.272,2.86,1.83,642.5
550_19_2-1_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,550,19,2,1,4,31.1332,400_17_2-1_08-06-17_09Nov17,20171109,24.92,18.3,1961.6,2146.59,132.8,7.701520913,2032.27,2032.42,2142.66,2142.61,NEU_19_22_09Nov17,1974.03,2139.12,1988.49,2128.14,NEU_19_23_09Nov17,1957.92,2121.45,1988.49,2128.14,1965.975,2130.285,1.011452333,0.998993092,1984.064896,2140.45259,Y,18.3,1.03,7.888,575.7,577.7,1842.5,121.5,20,52.5,2.4,0,0,12.906,2.98,1.91,589.7
550_19_2-2_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,550,19,2,2,5,31.1332,400_17_2-2_08-06-17_09Nov17,20171109,24.951,18.3,1960.58,2149.41,133.05,7.701520913,2038.28,2038.44,2145.35,2145.3,NEU_19_22_09Nov17,1974.03,2139.12,1988.49,2128.14,NEU_19_23_09Nov17,1957.92,2121.45,1988.49,2128.14,1965.975,2130.285,1.011452333,0.998993092,1983.033215,2143.139881,Y,18.3,1.03,7.897,563.2,565.1,1839.6,123.8,19.6,53.4,2.5,0,0,12.783,3.04,1.95,576.9
550_19_2-3_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,550,19,2,3,6,31.1332,400_17_2-3_08-06-17_09Nov17,20171109,24.992001,18.3,1959.99,2147.18,132.65,7.701520913,2034.3,2034.27,2143.59,2143.47,NEU_19_22_09Nov17,1974.03,2139.12,1988.49,2128.14,NEU_19_23_09Nov17,1957.92,2121.45,1988.49,2128.14,1965.975,2130.285,1.011452333,0.998993092,1982.436458,2141.311724,Y,18.3,1.03,7.894,566.8,568.8,1839.7,123,19.7,53.1,2.4,0,0,12.821,3.02,1.94,580.6
1000_19_3-1_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,1000,19,3,1,7,31.03211818,900_17_3-1_08-06-17_29Nov17,20171129,24.868999,19.5,2070.83,2169.4,146.95,7.427756654,2127.4,2127.14,2166.96,2166.75,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2079.650443,2150.106263,Y,19.5,1.03,7.63,1121.7,1125.5,1967,75,37.7,31.7,1.5,0,0,16.11,1.84,1.19,1150.8
1000_19_3-2_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,1000,19,3,2,8,31.03211818,900_17_3-2_08-06-17_29Nov17,20171129,24.907,19.5,2081.63,2166.18,148.65,7.461977186,2129.95,2130.29,2164.09,2164.08,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2090.496444,2147.456773,Y,19.5,1.03,7.588,1244.8,1249,1980.2,68.5,41.8,28.9,1.3,0,0,16.521,1.68,1.08,1277.1
1000_19_3-3_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,1000,19,3,3,9,31.03211818,900_17_3-3_08-06-17_29Nov17,20171129,24.945999,19.8,2077.56,2165.91,146.9,7.461977186,2124.3,2125.04,2163.57,2163.57,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2086.409108,2146.95069,Y,19.8,1.03,7.595,1223.7,1227.9,1975.4,70.3,40.7,29.6,1.4,0,0,16.388,1.73,1.11,1256
2800_19_4-1_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,2800,19,4,1,10,31.03211818,2800_17_4-1_08-06-17_29Nov17,20171129,24.9,18.8,1991.34,2157.51,134.95,7.017110266,2049.88,2050.7,2154.48,2154.4,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,1999.821865,2137.851129,Y,18.8,1.03,7.835,661,663.3,1866.3,110.9,22.6,47.5,2.2,0,0,13.556,2.72,1.75,677.5
2800_19_4-2_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,2800,19,4,2,11,31.03211818,2800_17_4-2_08-06-17_07Nov17,20171107,25.084999,18.8,2027.55,2155.21,143.05,7.017110266,2095.15,2095.63,2152.56,2152.45,NEU_19_10_07NOV2017,2001.49,2139.6,1988.49,2128.14,NEU_19_11_07Nov17,2008.48,2111.56,1988.49,2128.14,2004.985,2125.58,0.991773006,1.001204377,2010.869358,2155.042362,Y,18.8,1.03,7.849,642.7,644.9,1873.8,115,22,48.9,2.3,0,0,13.381,2.82,1.81,658.8
2800_19_4-3_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,2800,19,4,3,12,31.03211818,2800_17_4-3-08-06-17_07Nov17,20171107,25.007999,18.8,2142.2,2122.42,170.6,7.017110266,2205.26,2205.94,2121.13,2120.96,NEU_19_10_07NOV2017,2001.49,2139.6,1988.49,2128.14,NEU_19_11_07Nov17,2008.48,2111.56,1988.49,2128.14,2004.985,2125.58,0.991773006,1.001204377,2124.576133,2123.514436,Y,18.8,1.03,7.406,1916.1,1922.7,2014.4,44.6,65.6,19.2,0.8,0,0,17.125,1.09,0.7,1964
1000_19_5-1_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,1000,19,5,1,13,31.03211818,900_17_5-1_08-06-17_29Nov17,20171129,24.856001,18.9,2040.44,2142.46,144.65,7.496197719,2087.41,2087.8,2140.02,2139.91,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2049.131,2123.472433,Y,18.9,1.03,7.653,1045.7,1049.3,1937.5,75.9,35.7,32.7,1.5,0,0,15.969,1.86,1.2,1072
1000_19_5-2_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,1000,19,5,2,14,31.03211818,900_17_5-2_08-06-17_07Nov17,20171107,25.07,18.9,2022.37,2124.49,144.2,7.479087452,2052.29,2051.66,2123.09,2122.93,NEU_19_10_07NOV2017,2001.49,2139.6,1988.49,2128.14,NEU_19_11_07Nov17,2008.48,2111.56,1988.49,2128.14,2004.985,2125.58,0.991773006,1.001204377,2005.731974,2125.486808,Y,18.9,1.03,7.786,746.4,749,1880.1,100.2,25.5,43.1,2,0,0,14.219,2.46,1.58,765.2
1000_19_5-3_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,1000,19,5,3,15,31.03211818,900_17_5-3_08-06-17_07Nov17,20171107,25.039,18.9,2023.44,2118.84,145.35,7.496197719,2086.76,2086.58,2116.2,2116.26,NEU_19_10_07NOV2017,2001.49,2139.6,1988.49,2128.14,NEU_19_11_07Nov17,2008.48,2111.56,1988.49,2128.14,2004.985,2125.58,0.991773006,1.001204377,2006.793171,2118.808775,Y,18.9,1.03,7.765,785.2,787.9,1884.3,95.6,26.8,41.3,1.9,0,0,14.505,2.35,1.51,804.9
2800_19_6-1_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,2800,19,6,1,16,31.06581212,2800_17_6-1_08-06-17_29Nov17,20171129,24.843,18.4,2303.71,2270.14,170.35,6.965779468,2362.4,2362.52,2268.6,2268.68,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2313.522366,2251.253295,Y,18.4,1.03,7.23,3095.6,3106.4,2174.7,31.6,107.2,12.9,0.5,0,0,15.484,0.78,0.5,3171.5
2800_19_6-2_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,2800,19,6,2,17,31.03211818,2800_17_6-2_08-06-17_29Nov17,20171129,24.955999,18.4,2294.6,2239.28,169.35,6.994296578,2284.99,2285.17,2201.61,2201.56,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2304.373563,2184.648873,Y,18.4,1.03,7.074,4349.6,4364.7,2132.1,21.6,150.7,9.1,0.4,0,0,12.772,0.53,0.34,4456.1
2800_19_6-3_20170806_Exposure_80,08/06/2017,20170806,Exposure,80,2800,19,6,3,18,31.03211818,2800_17_6-3_08-06-17_29Nov17,20171129,24.964001,18.4,2315.24,2267.22,170.65,6.965779468,2361.51,2362.08,2265.35,2265.22,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2325.101477,2247.819873,Y,18.4,1.03,7.189,3411.2,3423.1,2178.2,28.7,118.2,11.7,0.5,0,0,14.827,0.71,0.45,3494.8
550_19_1-1_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,550,19,1,1,1,31.10457831,400_17_1-1_08-18-17_30Aug17,20170830,24.886999,19.5,1986.86,2150.69,132,7.802259887,2012.13,2095.81,2148.53,2138.43,NEU_18_01_30Aug17,1974.96,2117.59,1988.445028,2124.610945,NEU_18_02_30Aug17,1994.78,2118.09,1988.445028,2124.610945,1984.87,2117.84,1.00180114,1.003197099,1990.438612,2145.266773,Y,19.5,1.03,7.866,613.2,615.3,1848.5,121.4,20.6,51.5,2.5,0,0,12.933,2.98,1.92,629.1
550_19_1-2_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,550,19,1,2,2,31.10457831,400_17_1-2_08-18-17_31Aug17,20170831,24.884001,19.5,1986.16,2152.91,132.1,7.802259887,2012.76,2013.27,2150.69,2150.6,NEU_18_03_31Aug17,1968.76,2110.54,1988.445028,2124.610945,NEU_18_04_31Aug17,1979.51,2116.38,1988.445028,2124.610945,1974.135,2113.46,1.007248759,1.005276156,2000.557194,2161.946901,Y,19.5,1.03,7.88,595.7,597.7,1854.8,125.8,20,53,2.6,0,0,12.758,3.09,1.99,611.1
550_19_1-3_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,550,19,1,3,3,31.10457831,400_17_1-3_08-18-17_31Aug17,20170831,24.969,19.5,1999.43,2152.25,133.05,7.802259887,2026.19,2026.58,2149.41,2149.25,NEU_18_03_31Aug17,1968.76,2110.54,1988.445028,2124.610945,NEU_18_04_31Aug17,1979.51,2116.38,1988.445028,2124.610945,1974.135,2113.46,1.007248759,1.005276156,2013.923385,2160.589779,Y,19.5,1.03,7.843,654.7,656.9,1875,117,22,49.3,2.4,0,0,13.272,2.87,1.85,671.7
550_19_2-1_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,550,19,2,1,4,31.00424096,400_17_2-1_08-18-17_31Aug17,20170831,24.948999,19.3,1994.31,2154.74,131.85,7.813559322,2015.03,2015.54,2152.49,2152.56,NEU_18_03_31Aug17,1968.76,2110.54,1988.445028,2124.610945,NEU_18_04_31Aug17,1979.51,2116.38,1988.445028,2124.610945,1974.135,2113.46,1.007248759,1.005276156,2008.766272,2163.917243,Y,19.3,1.03,7.869,614.3,616.4,1866,122.1,20.7,51.3,2.5,0,0,12.995,3,1.93,630.1
550_19_2-2_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,550,19,2,2,5,31.00424096,400_17_2-2_08-18-17_31Aug17,20170831,24.959,19.3,1990.82,2152.88,131.75,7.813559322,2014.85,2015.15,2150.56,2150.39,NEU_18_03_31Aug17,1968.76,2110.54,1988.445028,2124.610945,NEU_18_04_31Aug17,1979.51,2116.38,1988.445028,2124.610945,1974.135,2113.46,1.007248759,1.005276156,2005.250974,2161.735793,Y,19.3,1.03,7.87206,607.985,610.0722,1861.931,122.78731,20.5325895,51.710225,2.53376653,0,0,12.94133,3.01849,1.9411,623.608979
550_19_2-3_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,550,19,2,3,6,31.00424096,400_17_2-3_08-18-17_31Aug17,20170831,24.84,19.3,1987.75,2154.82,131.7,7.813559322,2019.59,2020.22,2152.15,2152,NEU_18_03_31Aug17,1968.76,2110.54,1988.445028,2124.610945,NEU_18_04_31Aug17,1979.51,2116.38,1988.445028,2124.610945,1974.135,2113.46,1.007248759,1.005276156,2002.15872,2163.354288,Y,19.3,1.03,7.88339,590.6229,592.6505,1856.5457,125.666709,19.9462429,52.887816,2.60070614,0,0,12.78298,3.08928,1.98662,605.8006547
1000_19_3-1_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,1000,19,3,1,7,30.90390361,900_17_3-1_08-18-17_31Aug17,20170831,24.812,19.8,2068.87,2151.28,145.95,7.570621469,2093.48,2094.83,2150.06,2149.76,NEU_18_03_31Aug17,1968.76,2110.54,1988.445028,2124.610945,NEU_18_04_31Aug17,1979.51,2116.38,1988.445028,2124.610945,1974.135,2113.46,1.007248759,1.005276156,2083.866739,2161.102469,Y,19.8,1.03,7.64767,1081.519,1085.208,1968.9994,78.8321996,36.0350297,32.881399,1.58037828,0,0,15.89384,1.94078,1.24926,1110.066732
1000_19_3-2_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,1000,19,3,2,8,30.90390361,900_17_3-2_08-18-17_31Aug17,20170831,24.789,19.8,2055.94,2148.58,145.65,7.570621469,2094.3,2095.42,2146.88,2146.54,NEU_18_03_31Aug17,1968.76,2110.54,1988.445028,2124.610945,NEU_18_04_31Aug17,1979.51,2116.38,1988.445028,2124.610945,1974.135,2113.46,1.007248759,1.005276156,2070.843013,2157.86548,Y,19.8,1.03,7.67734,1002.234,1005.653,1953.6982,83.7514244,33.3933604,34.993791,1.69214553,0,0,15.53346,2.06188,1.32722,1028.68955
1000_19_3-3_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,1000,19,3,3,9,30.90390361,900_17_3-3_08-18-17_31Aug17,20170831,24.737,19.8,2057.2,2149.54,145.35,7.570621469,2092.55,2093.2,2147.98,2147.63,NEU_18_03_31Aug17,1968.76,2110.54,1988.445028,2124.610945,NEU_18_04_31Aug17,1979.51,2116.38,1988.445028,2124.610945,1974.135,2113.46,1.007248759,1.005276156,2072.112146,2158.961231,Y,19.8,1.03,7.67675,1004.254,1007.68,1954.9605,83.6910343,33.4606516,34.950355,1.68983361,0,0,15.54253,2.0604,1.32626,1030.76247
2800_19_4-1_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,2800,19,4,1,10,31.00424096,2800_17_4-1_08-18-17_29Nov17,20171129,24.982,18.9,2251.92,2196.81,174.35,7.084745763,2325.84,2326.07,2194.4,2194.34,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2261.511773,2177.484333,Y,18.9,1.03,7.1572,3569.97,3582.287,2113.1372,26.4386877,121.935876,11.070204,0.47061408,0,0,14.32314,0.64956,0.4173,3659.772223
2800_19_4-2_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,2800,19,4,2,11,31.00424096,2800_17_4-2_08-18-17_29Nov17,20171129,24.951,18.9,2231.55,2183.69,172.35,7.084745763,2275.5,2276.4,2182.31,2182.23,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2241.05501,2165.467355,Y,18.9,1.03,7.17874,3373.29,3384.929,2098.2496,27.5873292,115.218085,11.616049,0.49454432,0,0,14.6781,0.67778,0.43543,3458.145067
2800_19_4-3_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,2800,19,4,3,12,31.00424096,2800_17_4-3_08-18-17_07Nov17,20171107,24.966999,18.9,2210.55,2141.6,170.05,7.079096045,2239.38,2239.74,2138.96,2138.83,NEU_19_10_07NOV2017,2001.49,2139.6,1988.49,2128.14,NEU_19_11_07Nov17,2008.48,2111.56,1988.49,2128.14,2004.985,2125.58,0.991773006,1.001204377,2192.363818,2141.405958,Y,18.9,1.03,7.24727,2833.567,2843.344,2063.8078,31.7726911,96.7833213,13.531509,0.57907852,0,0,15.70381,0.78061,0.50149,2904.845761
1000_19_5-1_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,1000,19,5,1,13,30.90390361,900_17_5-1_08-18-17_29Nov17,20171129,24.976999,18.9,2077.67,2173.86,145.8,7.581920904,2124.36,2124.44,2171.6,2171.63,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2086.519577,2154.948778,Y,18.9,1.03,7.63393,1113.404,1117.245,1974.6017,73.8675815,38.0502306,31.227566,1.40794472,0,0,16.25793,1.81605,1.16635,1141.41295
1000_19_5-2_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,1000,19,5,2,14,30.90390361,900_17_5-2_08-18-17_29Nov17,20171129,25.028,18.9,2078.28,2172.78,145.65,7.576271186,2120.45,2121.08,2170.92,2170.76,NEU_20_10_29Nov17,2026.39,2158.62,2034.478856,2135.608489,NEU_20_11_29Nov17,2025.31,2145.66,2034.478856,2135.608489,2025.85,2152.14,1.004259376,0.992318571,2087.132175,2154.085461,Y,18.9,1.03,7.62936,1125.719,1129.603,1975.5326,73.1283659,38.4711084,30.926976,1.39319816,0,0,16.30458,1.79788,1.15468,1154.038244
1000_19_5-3_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,1000,19,5,3,15,30.90390361,900_17_5-3_08-18-17_01Dec17,20171201,24.987,18.9,2052.45,2177.6,144.35,7.576271186,2116.02,2116.25,2175.76,2175.72,NEU_20_12_01Dec17,2016.01,2151.1,2034.478856,2135.608489,NEU_20_13_01Dec17,2005.82,2146.03,2034.478856,2135.608489,2010.915,2148.565,1.011717977,0.993969691,2076.500562,2162.599736,Y,18.9,1.03,7.68753,976.9285,980.2991,1960.1549,82.9594113,33.3862239,34.954246,1.59289258,0,0,15.6478,2.03957,1.30991,1001.504266
2800_19_6-1_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,2800,19,6,1,16,30.80356627,2800_17_6-1_08-18-17_01Dec17,20171201,25.016001,19.5,2228.93,2205.73,170.05,7.079096045,2285.62,2286.02,2204.96,2204.9,NEU_20_12_01Dec17,2016.01,2151.1,2034.478856,2135.608489,NEU_20_13_01Dec17,2005.82,2146.03,2034.478856,2135.608489,2010.915,2148.565,1.011717977,0.993969691,2255.048551,2191.603772,Y,19.5,1.03,7.20998,3182.128,3193.025,2117.5705,30.4995361,106.978535,12.537031,0.55993629,0,0,15.24933,0.75103,0.48293,3264.789424
2800_19_6-2_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,2800,19,6,2,17,30.80356627,2800_17_6-2_08-18-17_01Dec17,20171201,25.023001,19.5,2217.87,2203.19,169.35,7.084745763,2285.5,2285.67,2201.95,2201.9,NEU_20_12_01Dec17,2016.01,2151.1,2034.478856,2135.608489,NEU_20_13_01Dec17,2005.82,2146.03,2034.478856,2135.608489,2010.915,2148.565,1.011717977,0.993969691,2243.85895,2188.621862,Y,19.5,1.03,7.23332,3005.876,3016.169,2110.7263,32.0795219,101.053197,13.205244,0.59085271,0,0,15.59028,0.78994,0.50795,3083.95893
2800_19_6-3_20170818_Exposure_80,08/18/2017,20170818,Exposure,80,2800,19,6,3,18,30.80356627,2800_17_6-3_08-18-17_01Dec17,20171201,24.972,19.5,2224.21,2201.23,170.75,7.084745763,2289.9,2290.39,2200.31,2200.31,NEU_20_12_01Dec17,2016.01,2151.1,2034.478856,2135.608489,NEU_20_13_01Dec17,2005.82,2146.03,2034.478856,2135.608489,2010.915,2148.565,1.011717977,0.993969691,2250.273242,2187.041451,Y,19.5,1.03,7.21013,3174.321,3185.191,2113.1113,30.4459115,106.716078,12.541255,0.56013135,0,0,15.24902,0.74971,0.48208,3256.779722